Brooklyn Nets,Kevin Garnett,119px,-1,130px,null,108px,-7,36px,null,57px,+2,49px,null,117px,+8,245px,null,134px,+12
Brooklyn Nets,Joe Johnson,201px,+1,48px,null,13px,-2,236px,null,167px,+4,82px,null,250px,+13
Brooklyn Nets,Shaun Livingston,128px,+1,121px,null,250px,-18,167px,+4,195px,null,137px,+12
Brooklyn Nets,Paul Pierce,176px,+1,182px,null,141px,-11,250px,+4,113px,null,136px,+12
Brooklyn Nets,Deron Williams,249px,+3,108px,null,141px,-11,249px,+4,106px,+1,29px,null,115px,+10
Brooklyn Nets,Mason Plumlee,119px,null,131px,+4,108px,null,53px,-8,212px,null,44px,-4,330px,null
Brooklyn Nets,Andrei Kirilenko,130px,null,119px,+2,417px,null,82px,0,106px,+1,144px,null
Brooklyn Nets,Mirza Teletovic,176px,null,74px,+2,144px,-14,606px,null
Brooklyn Nets,Alan Anderson,205px,null,44px,+2,108px,-7,57px,null,84px,-3,167px,null,82px,0,135px,+3,113px,null
Brooklyn Nets,Jason Terry,271px,null,88px,-5,642px,null
Brooklyn Nets,Reggie Evans,459px,null,40px,-6,167px,null,82px,0,106px,+1,144px,null
Oklahoma City Thunder,Kevin Durant,205px,-2,125px,null,168px,+13,117px,-8,166px,null,217px,-9
Oklahoma City Thunder,Serge Ibaka,201px,-1,139px,null,159px,+13,167px,-4,149px,null,183px,-9
Oklahoma City Thunder,Reggie Jackson,176px,-1,164px,null,159px,+13,54px,-2,230px,null,215px,-9
Oklahoma City Thunder,Kendrick Perkins,162px,0,338px,null,199px,-4,301px,null
Oklahoma City Thunder,Thabo Sefolosha,162px,0,253px,null,84px,+3,249px,-4,28px,-4,93px,null,128px,-10
Oklahoma City Thunder,Steven Adams,167px,null,82px,-3,90px,+5,357px,null,51px,0,67px,-4,183px,null
Oklahoma City Thunder,Jeremy Lamb,167px,null,82px,-3,160px,+15,212px,null,125px,+4,28px,-4,216px,null,2px,+2,3px,null
Oklahoma City Thunder,Derek Fisher,176px,null,74px,-2,90px,+5,213px,null,195px,-2,121px,-3,128px,null
Oklahoma City Thunder,Perry Jones,205px,null,44px,-2,249px,+18,167px,null,82px,0,245px,-13,2px,null,2px,-2
Oklahoma City Thunder,Nick Collison,211px,null,39px,-1,78px,+5,672px,null
