Toronto Raptors,DeMar DeRozan,134px,-1,115px,null,208px,0,42px,null,249px,+9,140px,null,87px,-3,21px,null
Toronto Raptors,Amir Johnson,70px,0,354px,null,74px,+1,1px,null,127px,+3,263px,null,108px,-7
Toronto Raptors,Kyle Lowry,249px,+4,147px,null,101px,+1,1px,null,249px,+9,188px,null,39px,+1,22px,null
Toronto Raptors,Terrence Ross,200px,+6,136px,null,162px,-1,1px,null,151px,+2,98px,null,249px,-6
Toronto Raptors,Jonas Valanciunas,134px,-1,100px,null,15px,+3,175px,+2,73px,null,99px,-1,150px,null,110px,+4,77px,null,61px,-3
Toronto Raptors,Patrick Patterson,71px,null,178px,+4,30px,+3,318px,null,150px,+10,141px,+1,109px,null
Toronto Raptors,Chuck Hayes,134px,null,100px,+2,191px,null,73px,+1,366px,null,72px,-7,61px,null
Toronto Raptors,John Salmons,134px,null,115px,+5,87px,+4,121px,null,40px,+3,151px,null,98px,+7,140px,+1,87px,null,21px,-4
Toronto Raptors,Greivis Vasquez,205px,null,45px,-2,147px,+2,351px,null,188px,-3,39px,null,22px,-4
Toronto Raptors,Tyler Hansbrough,285px,null,139px,-1,207px,null,118px,+6,250px,null
Denver Nuggets,Wilson Chandler,200px,-6,72px,null,225px,-2,1px,null,141px,0,108px,null,140px,-1,109px,null
Denver Nuggets,Kenneth Faried,167px,-4,118px,null,213px,0,1px,null,99px,+1,219px,null,180px,+15
Denver Nuggets,Evan Fournier,177px,-4,159px,null,149px,+3,13px,null,174px,-4,24px,null,51px,0,249px,+6
Denver Nuggets,Randy Foye,134px,+1,43px,null,72px,0,248px,-3,1px,null,198px,-9,51px,null,249px,+6
Denver Nuggets,J.J. Hickson,176px,-4,177px,null,122px,+2,23px,null,142px,0,176px,null,181px,+15
Denver Nuggets,Jordan Hamilton,134px,null,115px,-5,18px,-1,221px,null,9px,-2,175px,null,75px,-5,249px,null
Denver Nuggets,Darrell Arthur,169px,null,80px,0,30px,-3,319px,null,150px,-10,250px,null
Denver Nuggets,Timofey Mozgov,176px,null,73px,0,100px,-4,126px,null,22px,-1,148px,null,101px,-9,68px,-9,181px,null
Denver Nuggets,Quincy Miller,205px,null,45px,+2,87px,-4,310px,null,68px,-9,174px,null,108px,+7
Denver Nuggets,Anthony Randolph,716px,null,34px,0,69px,-9,181px,null
